id,topic_id,sort,is_subject,content_ar,content_fa
264,87,0,1,فَأَمَرَهَا بِتَصْفِیقِ الْمَاءِ الزَّخَّارِ وَ إِثَارَةِ مَوْجِ الْبِحَارِ فَمَخَضَتْهُ مَخْضَ السِّقَاءِ وَ عَصَفَتْ بِهِ عَصْفَهَا بِالْفَضَاءِ.,خداوند سبحان همان باد را به برهم زدن آب انبوه و برانگیختن امواج دریاها دستور داد. \nو مانند مشک شیر که برای گرفتن کره جنبانده شود، آب را به حرکت و زیر و رو شدن درآورد. \nوزش باد بر آن آب چنان بود که در فضای خالی وزیدن بگیرد. 
265,87,0,1,تَرُدُّ أَوَّلَهُ إِلَى آخِرِهِ وَ سَاجِیَهُ إِلَى مَائِرِهِ حَتَّى عَبَّ عُبَابُهُ وَ رَمَى بِالزَّبَدِ رُکامُهُ فَرَفَعَهُ فِی هَوَاءٍ مُنْفَتِقٍ وَ جَوٍّ مُنْفَهِقٍ فَسَوَّى مِنْهُ سَبْعَ سَمَوَاتٍ .,آب در مقابل جریان باد مقاومتی از خود نشان نمی داد، آب را سخت به حرکت درآورد و اولش را به آخرش، و متحرکش را به ساکنش برگرداند. \nدر این هنگام انبوهی از آب سر به بالا کشید و کف برآورد. \nخداوند سبحان آن کف را در فضایی باز و تهی بالا برد و آسمانهای هفتگانه را بساخت. 
266,87,0,1,جَعَلَ سُفْلَاهُنَّ مَوْجاً مَکفُوفاً وَ عُلْیَاهُنَّ سَقْفاً مَحْفُوظاً وَ سَمْکاً مَرْفُوعاً بِغَیْرِ عَمَدٍ یَدْعَمُهَا وَ لَا دِسَارٍ یَنْظِمُهَا .,پایین ترین آسمانها را از موجی مستقر بنا نهاد که حرکت انتقالی به این سو و آن سو ندارد. \nو بالاترین آسمانها را سقفی محفوظ در مرتفع ترین فضا قرار داد، بی ستونی که آن را برپا دارد، و بدون میخ و طنابی که آنها را به هم بپیوندد. 
267,87,0,1,ثُمَّ زَیَّنَهَا بِزِینَةِ الْکوَاکبِ وَ ضِیَاءِ الثَّوَاقِبِ وَ أَجْرَى فِیهَا سِرَاجاً مُسْتَطِیراً وَ قَمَراً مُنِیراً فِی فَلَک دَائِرٍ وَ سَقْفٍ سَائِرٍ وَ رَقِیمٍ مَائِرٍ. ,آن گاه آسمان را با زینت و زیور ستارگان و روشنائیها بیاراست و خورشید را با فروغ گسترده و ماه فروزان را با روشنایی اش در فلکی گردان و سقفی در دوران و صفحه ای منقوش با ستارگان به جریان انداخت.
268,87,0,2,خلق الملائکة,آفرینش فرشتگان 
269,87,0,1,ثُمَّ فَتَقَ مَا بَیْنَ السَّمَوَاتِ الْعُلَا فَمَلَأَهُنَّ أَطْوَاراً مِنْ مَلَائِکتِهِ مِنْهُمْ سُجُودٌ لَا یَرْکعُونَ وَ رُکوعٌ لَا یَنْتَصِبُونَ وَ صَافُّونَ لَا یَتَزَایَلُونَ وَ مُسَبِّحُونَ لَا یَسْأَمُونَ لَا یَغْشَاهُمْ نَوْمُ الْعُیُونِ وَ لَا سَهْوُ الْعُقُولِ وَ لَا فَتْرَةُ الْأَبْدَانِ وَ لَا غَفْلَةُ النِّسْیَانِ.,سپس خداوند سبحان آسمانهای بلند را از هم باز کرد و میان آنها را پر از انواعی از فرشتگان ساخت. \nبرخی از فرشتگان سجده کنندگانی هستند که رکوعی ندارند. \nبرخی دیگر برای رکوع خمیده اند و قامت برای قیام راست نمی کنند. \nگروهی از آنان صف کشیدگانی هستند که هرگز دگرگونی در وضع خود نمی دهند. \nتسبیح گویانی هستند که خستگی و فرسودگی راهی به آنان ندارد. \nنه بر چشمانشان خوابی پیروز می گردد و نه بر عقولشان اشتباهی نه بر کالبدهایشان سستی روی می آورد و نه به آگاهیهایشان غفلت فراموشی. 
270,87,0,1,وَ مِنْهُمْ أُمَنَاءُ عَلَى وَحْیِهِ وَ أَلْسِنَةٌ إِلَى رُسُلِهِ وَ مُخْتَلِفُونَ بِقَضَائِهِ وَ أَمْرِهِ وَ مِنْهُمُ الْحَفَظَةُ لِعِبَادِهِ وَ السَّدَنَةُ لِأَبْوَابِ جِنَانِهِ .,دسته ای از فرشتگان را امنای وحی و زبان گویا بر پیامبرانش قرار داد و دسته دیگری را وسایط اجرای فرمان فضا و امر ربوبی اش جمعی از آنان را نگهبانان بندگانش فرمود و جمع دیگری را پاسبانان درهای فردوس برینش. 
271,87,0,1,وَ مِنْهُمُ الثَّابِتَةُ فِی الْأَرَضِینَ السُّفْلَى أَقْدَامُهُمْ وَ الْمَارِقَةُ مِنَ السَّمَاءِ الْعُلْیَا أَعْنَاقُهُمْ وَ الْخَارِجَةُ مِنَ الْأَقْطَارِ أَرْکانُهُمْ وَ الْمُنَاسِبَةُ لِقَوَائِمِ الْعَرْشِ أَکتَافُهُمْ نَاکسَةٌ دُونَهُ أَبْصَارُهُمْ مُتَلَفِّعُونَ تَحْتَهُ بِأَجْنِحَتِهِمْ،,بعضی از آن فرشتگان پاهایی در سطوح پایین زمین دارند و گردنهای بالاتر از مرتفع ترین آسمانها و اعضای کالبد گسترده تر از پهنه صفحات کیهان بیکران و دوشهایی همسان پایه های عرش این موجودات مقدس در برابر عرش خداوندی از روی تعظیم چشم به پایین دوخته اند و در زیر عرش ربانی به بالهای خویشتن پیچیده اند. 
272,87,0,1,مَضْرُوبَةٌ بَیْنَهُمْ وَ بَیْنَ مَنْ دُونَهُمْ حُجُبُ الْعِزَّةِ وَ أَسْتَارُ الْقُدْرَةِ لَا یَتَوَهَّمُونَ رَبَّهُمْ بِالتَّصْوِیرِ وَ لَا یُجْرُونَ عَلَیْهِ صِفَاتِ الْمَصْنُوعِینَ وَ لَا یَحُدُّونَهُ بِالْأَمَاکنِ وَ لَا یُشِیرُونَ إِلَیْهِ بِالنَّظَائِرِ.,میان این فرشتگان و کائنات پایینتر، حجابی از عزت ملکوتی و پرده هایی از قدرت فوق طبیعی زده شده است آنان هرگز خدا را با تصویر و ترسیمهای محدود کننده نمی پندارند، و صفات ساخته ها را به مقام شامخش نسبت نمی دهند، و او را با تصور در جایگاهها محدود نمی سازند و با امثال و نظایر اشاره به ذات اقدسش نمی کنند.
273,87,0,2,صفة خلق آدم علیه السلام,توصیفی از خلقت آدم 
274,87,0,1,ثُمَّ جَمَعَ سُبْحَانَهُ مِنْ حَزْنِ الْأَرْضِ وَ سَهْلِهَا وَ عَذْبِهَا وَ سَبَخِهَا تُرْبَةً سَنَّهَا بِالْمَاءِ حَتَّى خَلَصَتْ وَ لَاطَهَا بِالْبَلَّةِ حَتَّى لَزَبَتْ فَجَبَلَ مِنْهَا صُورَةً ذَاتَ أَحْنَاءٍ وَ وُصُولٍ وَ أَعْضَاءٍ وَ فُصُولٍ أَجْمَدَهَا حَتَّى اسْتَمْسَکتْ وَ أَصْلَدَهَا حَتَّى صَلْصَلَتْ لِوَقْتٍ مَعْدُودٍ وَ أَمَدٍ مَعْلُومٍ ثُمَّ نَفَخَ فِیهَا مِنْ رُوحِهِ فَمَثُلَتْ .,سپس خداوند سبحان از خاک زمین مقداری ماده سخت و نرم و شیرین و شور را جمع نموده، آبی در آن پاشید و تصفیه اش کرد. \nآنگاه خاک تصفیه شده را با رطوبت آب به شکل گل چسبان درآورد و صورتی با اعضاء و جوانب گونه گون از آن گل چسبان بیافرید که با یکدیگر پیوستگیها داشتند. \nو گسیختگیها این گل چسبنده را خشکانید، تا اجزای آن به هم پیوست، و تا وقت معین و برهه ای از زمان سخت و جامدش نگه داشت، با گذشت زمان، مدت مقرر سپری شد و آنگاه از روح خود در آن ماده دمید و به آن قطعه جامد تجسم و حیات انسانی بخشید. \n
275,87,0,1,إِنْسَاناً ذَا أَذْهَانٍ یُجِیلُهَا وَ فِکرٍ یَتَصَرَّفُ بِهَا .,در این انسان نوساخته ذهنها و عقلها به وجود آورد، تا آنها را بکار بیندازد. \nاندیشه ها در مغزش به جریان انداخت که در تنظیم حیات خویش و تصرف در جهان طبیعت دست بکار شود. \n
276,87,0,1,وَ جَوَارِحَ یَخْتَدِمُهَا وَ أَدَوَاتٍ یُقَلِّبُهَا وَ مَعْرِفَةٍ یَفْرُقُ بِهَا بَیْنَ الْحَقِّ وَ الْبَاطِلِ وَ الْأَذْوَاقِ وَ الْمَشَامِّ وَ الْأَلْوَانِ وَ الْأَجْنَاسِ مَعْجُوناً بِطِینَةِ الْأَلْوَانِ الْمُخْتَلِفَةِ وَ الْأَشْبَاهِ الْمُؤْتَلِفَةِ وَ الْأَضْدَادِ الْمُتَعَادِیَةِ وَ الْأَخْلَاطِ الْمُتَبَایِنَةِ مِنَ الْحَرِّ وَ الْبَرْدِ وَ الْبَلَّةِ وَ الْجُمُودِ ،,اعضایی به او عنایت فرمود که به خدمت خویشتن درآورد. \nابزارهایی در اختیارش گذاشت که با تسلط بر آنها و به کار انداختن آنها، و به کار انداختن آنها، زندگی خود را بپردازد و معرفتی به او عطا فرمود که حق را از باطل بازشناسد و آنها را از یکدیگر تفکیک نماید. \nخداوند سبحان به این انسان نورسیده قوای چشایی و بویایی و نیروی تشخیص رنگها و اجناس درآمیخته از رنگهای مختلف را بذل نمود و بخشید و انواعی از همسانهای قابل ائتلاف و اضداد تکاپوگر و اخلاط گونه گون از گرمی و سردی و رطوبیت و خشکی را به وجود آورد.
277,87,0,1,وَ اسْتَأْدَى اللَّهُ سُبْحَانَهُ الْمَلَائِکةَ وَدِیعَتَهُ لَدَیْهِمْ وَ عَهْدَ وَصِیَّتِهِ إِلَیْهِمْ فِی الْإِذْعَانِ بِالسُّجُودِ لَهُ وَ الْخُنُوعِ لِتَکرِمَتِهِ فَقَالَ سُبْحَانَهُ اسْجُدُوا لِآدَمَ فَسَجَدُوا إِلَّا إِبْلِیسَ اعْتَرَتْهُ الْحَمِیَّةُ وَ غَلَبَتْ عَلَیْهِ الشِّقْوَةُ وَ تَعَزَّزَ بِخِلْقَةِ النَّارِ وَ اسْتَوْهَنَ خَلْقَ الصَّلْصَالِ .,آن گاه خداوند سبحان ادای امانتی را که درباره آدم به فرشتگان سپرده و وصیتی را که به آن موجودات مقدس برای اعتقاد و انجام سجده به آدم خضوع و تعظیم به او نموده بود، مطالبه کرده و فرمان سجده را صادر فرمود که:\n به آدم سجده کنید. \nفرشتگان فرمان الهی را اطاعت و به آدم سجده کردند، مگر شیطان که تعصب بر او چیره گشت و شقاوت مغلوبش ساخت و به منشا آفرینش خود که آتش بود، بالید و تکبر ورزید و ماده خلقت آدم را که گل پاره ای بود، پست و خوار شمرد. \n
278,87,0,1,فَأَعْطَاهُ اللَّهُ النَّظِرَةَ اسْتِحْقَاقاً لِلسُّخْطَةِ وَ اسْتِتْمَاماً لِلْبَلِیَّةِ وَ إِنْجَازاً لِلْعِدَةِ فَقَالَ فَإِنَّک مِنَ الْمُنْظَرِینَ إِلى یَوْمِ الْوَقْتِ الْمَعْلُومِ.,خداوند متعال برای نشان دادن استحقاق شیطان به غضب ربانی و تکمیل دوران آزمایش او و عمل به وعده خویش، مهلتی به شیطان داده فرمود:\n تو ای شیطان، از جمله کسانی هستی که تا وقت معین به آنان مهلت داده شده است.\n
279,87,0,1,ثُمَّ أَسْکنَ سُبْحَانَهُ آدَمَ دَاراً أَرْغَدَ فِیهَا عَیْشَهُ وَ آمَنَ فِیهَا مَحَلَّتَهُ وَ حَذَّرَهُ إِبْلِیسَ وَ عَدَاوَتَهُ فَاغْتَرَّهُ عَدُوُّهُ نَفَاسَةً عَلَیْهِ بِدَارِ الْمُقَامِ وَ مُرَافَقَةِ الْأَبْرَارِ .,امر خلقت آدم ابوالبشر پایان یافت و خداوند از را در جایگاهی که معیشتش را بی رنج و تلاش به دست می آورد، سکونت داد و محل زندگی او را ایمن نمود و از شیطان و خصومت نابکارانه اش برحذرش داشت. \nشیطان که دشمن آدم بود، به اقامتگاهی عالی که نصیب آدم شده بود و به آمیزش او با کمال یافتگان نیک کردار حسادت ورزید و فریبش داد. \n
280,87,0,1,فَبَاعَ الْیَقِینَ بِشَکهِ وَ الْعَزِیمَةَ بِوَهْنِهِ وَ اسْتَبْدَلَ بِالْجَذَلِ وَجَلًا وَ بِالِاغْتِرَارِ نَدَماً.,پدر انسانها یقین خود را به تردید و تصمیمش را به تزلزل و سستی که شیطان عاملش را به وجود آورده بود، فروخت شادمانی بهشتی او تبدیل به ترس شد و فریب خوردنش به پشیمانی پایان یافت. 
281,87,0,1,ثُمَّ بَسَطَ اللَّهُ سُبْحَانَهُ لَهُ فِی تَوْبَتِهِ وَ لَقَّاهُ کلِمَةَ رَحْمَتِهِ وَ وَعَدَهُ الْمَرَدَّ إِلَى جَنَّتِهِ وَ أَهْبَطَهُ إِلَى دَارِ الْبَلِیَّةِ وَ تَنَاسُلِ الذُّرِّیَّةِ.,سپس کردگار مهربان انبساطی به آدم بخشید و شکوفانش ساخت تا از غفلتی که بر او گذشت باز پس گردد، و توبه بدرگاهش آورد. 
282,87,0,1,ثُمَّ بَسَطَ اللَّهُ سُبْحَانَهُ لَهُ فِی تَوْبَتِهِ وَ لَقَّاهُ کلِمَةَ رَحْمَتِهِ وَ وَعَدَهُ الْمَرَدَّ إِلَى جَنَّتِهِ وَ أَهْبَطَهُ إِلَى دَارِ الْبَلِیَّةِ وَ تَنَاسُلِ الذُّرِّیَّةِ.,کلمه رحمتش را به آدم تعلیم نموده، بازگشت او را به بهشت وعده داد. \nآنگاه آدم را به این دنیا که جایگاه آزمایش و تکثیر فرزندانش بود، فرود آورد.\n
283,87,0,2,اختیار الأنبیاء,برگزیدن پیامبران
284,87,0,1,وَ اصْطَفَى سُبْحَانَهُ مِنْ وَلَدِهِ أَنْبِیَاءَ أَخَذَ عَلَى الْوَحْیِ مِیثَاقَهُمْ وَ عَلَى تَبْلِیغِ الرِّسَالَةِ أَمَانَتَهُمْ لَمَّا بَدَّلَ أَکثَرُ خَلْقِهِ عَهْدَ اللَّهِ إِلَیْهِمْ فَجَهِلُوا حَقَّهُ وَ اتَّخَذُوا الْأَنْدَادَ مَعَهُ وَ اجْتَالَتْهُمُ الشَّیَاطِینُ عَنْ مَعْرِفَتِهِ وَ اقْتَطَعَتْهُمْ عَنْ عِبَادَتِهِ .,خداوند سبحان در این کره خاکی، پیامبرانی از فرزندان آدم برگزید و از آنان برای سپردن وحی و امانت در تبلیغ رسالت پیمان گرفت. \nدر آن هنگام که اکثر مردم تعهد الهی را نادیده انگاشتند و حق خداوندیش را به جای نیاوردند و شرکای موهوم در برابرش اتخاذ کردند، شیاطین با گستردن دامهای حیله گری آنان را از معرفت ربانی محروم ساختند و رابطه عبودیتشان را با معبود بی همتا از هم گسیختند. \n
285,87,0,1,فَبَعَثَ فِیهِمْ رُسُلَهُ وَ وَاتَرَ إِلَیْهِمْ أَنْبِیَاءَهُ لِیَسْتَأْدُوهُمْ مِیثَاقَ فِطْرَتِهِ وَ یُذَکرُوهُمْ مَنْسِیَّ نِعْمَتِهِ وَ یَحْتَجُّوا عَلَیْهِمْ بِالتَّبْلِیغِ وَ یُثِیرُوا لَهُمْ دَفَائِنَ الْعُقُولِ وَ یُرُوهُمْ آیَاتِ الْمَقْدِرَةِ :,خداوند رسولانی را برانگیخت و پیامبرانش را پیایی به سوی آنان فرستاد تا مردم را به ادای پیمانی فطری که با آفریدگارشان بسته بودند، وادار نمایند و نعمت فراموش شده او را به یادشان بیاورند وبا تبلیغ دلایل روشن، وظیفه رسالت را به جای آورند، و نیروهای مخفی عقول مردم را برانگیزانند و بارور بسازند، آیات با عظمت الهی را که در هندسه کلی هستی نقش بسته است به آنان بنمایانند:
286,87,0,1,مِنْ سَقْفٍ فَوْقَهُمْ مَرْفُوعٍ وَ مِهَادٍ تَحْتَهُمْ مَوْضُوعٍ وَ مَعَایِشَ تُحْیِیهِمْ وَ آجَالٍ تُفْنِیهِمْ وَ أَوْصَابٍ تُهْرِمُهُمْ وَ أَحْدَاثٍ تَتَابَعُ عَلَیْهِمْ .,آسمانهایی برافراشته بالای سرشان و گهواره گسترده زمین زیر پایشان، معیشتهایی که حیاتشان را تامین نماید و اجلهایی که آنان را به کام نیستی بسپارد. \nسختیها و ناگواریها که پیر و فرسوده شان سازد و رویدادهایی که آنان را در مجرای دگرگونی و فراز و نشیبها قرار دهد. \n
287,87,0,1,وَ لَمْ یُخْلِ اللَّهُ سُبْحَانَهُ خَلْقَهُ مِنْ نَبِیٍّ مُرْسَلٍ أَوْ کتَابٍ مُنْزَلٍ أَوْ حُجَّةٍ لَازِمَةٍ أَوْ مَحَجَّةٍ قَائِمَةٍ رُسُلٌ لَا تُقَصِّرُ بِهِمْ قِلَّةُ عَدَدِهِمْ وَ لَا کثْرَةُ الْمُکذِّبِینَ لَهُمْ :,خداوندسبحان هرگز خلق خود را خالی و محروم از پیامبران و کتاب و حجت و برهان لازم و رساننده به مقصود رها نساخته است. \nاین پیامبران خدا ساخته پیروزمندانی بودند که نه کم بودن عددشان اخلالی به انجام ماموریتشان وارد کند، و نه فراوانی تکذیب کنندگان تبهکار از اجرای تصمیم الهی شان بازداشت. 
288,87,0,1,مِنْ سَابِقٍ سُمِّیَ لَهُ مَنْ بَعْدَهُ أَوْ غَابِرٍ عَرَّفَهُ مَنْ قَبْلَهُ عَلَى ذَلِک نَسَلَتِ الْقُرُونُ وَ مَضَتِ الدُّهُورُ وَ سَلَفَتِ الْآبَاءُ وَ خَلَفَتِ الْأَبْنَاءُ.,سنت الهی بر آن بود که نام پیامبران آینده را به گذشتگان ابراز کند و نام انبیای گذشته را به آیندگان معرفی نماید.\nقرون و اعصار به دنبال هم فرا رسیدند و بگذشته درخزیدند، نیاکان جای خود را به فرزندان بازگذاشتند. \n
289,87,0,2,مبعث النبی(صلى الله علیه وآله),بعثت خاتم الانبیاء محمد بن عبدالله (صلی الله علیه و آله و سلم)
290,87,0,2,إِلَى أَنْ بَعَثَ اللَّهُ سُبْحَانَهُ مُحَمَّداً رَسُولَ اللَّهِ (صلى الله علیه وآله) لِإِنْجَازِ عِدَتِهِ وَ إِتْمَامِ نُبُوَّتِهِ مَأْخُوذاً عَلَى النَّبِیِّینَ مِیثَاقُهُ مَشْهُورَةً سِمَاتُهُ کرِیماً مِیلَادُهُ .,تا آنگاه که خداوند سبحان محمد رسول الله (صلی الله علیه و آله)را که پیمان پذیرش پیامبری او را از همه پیامبران گرفته بود، برای انجام وعده خویش و اتمام اصل نبوت مبعوث نمود، پیامبری با علامات مشهور و ولادت شریف. 
