ID,PARENT_ID,LTEXT,LTRANSLATE,ORDER_BY,LTYPE
17,3,مؤلّف گوید: دعاها و آداب سفر بسیار است، و ما در اینجا به ذکر چند بخش از آنها اکتفا مى‏کنیم. اوّل: براى شخص سزاوار است، هرگاه سوار مرکب مى‏شود بسم الله را ترک نکند. دوم: توشه سفر را حفظ کرده، در جاى‏ مورد اطمینان بگذارد، زیرا روایت شده: از فقه مسافر، حفظ کردن توشه خود است. سوم: دوستان را کمک کند، و از خدمت کردن و کار کردن، در رفع ایشان مضایقه نکند، تا خدا هفتادوسه اندوه را از او برطرف سازد، و او را در دنیا از همّ و غمّ پناه دهد و اندوه بزرگ روز قیامت را از او دفع کند. روایت شده: حضرت سجاد علیه السّلام سفر نمى‏کرد مگر با اشخاصى که آن حضرت‏ را نشناسند، به خاطر اینکه به آنها کمک کند، زیرا اگر حضرت را مى‏شناختند نمى‏گذاشتند ایشان کارى انجام دهد و از اخلاق پسندیده‏ رسول خدا صلى الله علیه و آله نقل شده زمانى با اصحاب در سفر بودند، خواستند گوسفندى را ذبح کنند، یکى از اصحاب گفت: ذبح گوسفند با من، دیگرى گفت پوست کندنش با من، دیگرى گفت: پختش با من، حضرت فرمود: جمع کردن هیزمش با من، عرضه‏ داشتند: شما زحمت نکشید، ما هیزم فراهم مى‏کنیم، فرمودند: مى‏دانم شما این کار را خواهید کرد، ولى من دوست ندارم که‏ نسبت به شما امتیازى داشته باشم، زیرا خدا کراهت دارد، بنده‏اش را ببیند، که خویش را بر دوستانش فضیلت داده‏ باشد، بدان که تقیل‏‌ترین مردم نزد دوستان، کسى است که در عین سلامت و صحّت اعضایش، تنبلى مى‏کند و دست‏ به کارى نمى‏برد، و منتظر است، کارهایش را دیگران انجام دهند! چهارم: در سفر، با کسى همراه باشد، که در خرج کردن نظیر اوست. پنجم: از آب منزلى نیاشامد، مگر بعد از آنکه آن را با آب منزل قبل ممزوج کند و براى مسافر لازم است مقدارى‏ ظرف را حرکت دهد، سپس ظرف را به زمین گذاشته، صبر کند تا آب آن صاف شود، آنگاه بنوشد. ششم: اخلاقش را نیکو نماید و بردبارى را زینت خود گرداند، در آداب زیارت امام حسین علیه السّلام آنچه مناسب این مقام است بیاید هفتم: براى سفرش توشه برگیرد، و از شرافت آدمى است که توشه خود را به ویژه در سفر مکّه نیکو گرداند، آرى در سفر زیارت حضرت سید الشهداء علیه السّلام برداشتن توشه، از غذاها و خوراکیهاى لذیذ پسندیده نیست، چنان‏که این نکته در باب‏ زیارت آن حضرت بیاید. و ابن أعسم گفته است:,0,1,2
18,3,مِنْ شَرَفِ الْإِنْسَانِ فِی الْأَسْفَارِ تَطْیِیبُهُ الزَّادَ مَعَ الْإِکْثَارِ,از شرف انسان در سفرها دلپسند نمودن توشه و فراوان برداشتن به آن است,2,1
19,3,وَ لْیُحْسِنِ الْإِنْسَانُ فِی حَالِ السَّفَرِ أَخْلاقَهُ زِیَادَةً عَلَى الْحَضَرِ,انسان باید در حال سفر نیکو کند اخلاقش را بیشتر از وقتى که در وطن است,3,1
20,3,وَ لْیَدْعُ عِنْدَ الْوَضْعِ لِلْخِوَانِ مَنْ کَانَ حَاضِرا مِنَ الْإِخْوَانِ,و باید هنگام انداختن سفره دعوت کند از برادرانش هرکسى را که حاضر است,4,1
21,3,وَ لْیُکْثِرِ الْمَزْحَ مَعَ الصَّحْبِ إِذَا لَمْ یُسْخِطِ اللهَ وَ لَمْ یَجْلِبْ أَذَى,و باید به همراهان مزاح کند درحالى‏که خدا را به غضب نیاورد و موجب آزار نگردد,5,1
22,3,مَنْ جَاءَ بَلْدَةً فَذَا ضَیْفٌ عَلَى إِخْوَانِهِ فِیهَا إِلَى أَنْ یَرْحَلا,کسى‏که به شهرى وارد شود مه‌مان است بر برادرانش تا از آنجا کوچ کند,6,1
23,3,یُبَرُّ لَیْلَتَیْنِ ثُمَّ لْیَأْکُلِ مِنْ أَکْلِ أَهْلِ الْبَیْتِ فِی الْمُسْتَقْبِلِ,تا دو شب پذیرایى شود، آنگاه باید بخورد از خوراک معمولى اهل خانه تا در آنجاست,7,1
24,3,هشتم: آنچه در سفر رعایت آن خیلى مهم است، محافظت بر نمازهاى واجب است، با شرایط و حدود آن در اوایل اوقات، چه آنکه از حاجیان و زائران بسیار مشاهده شده که در راه سفر نمازهاى واجب خود را ضایع کردند، به خاطر آنکه یا در وقت بجا نیاوردند، یا در حال سوار بودن بر مرکب خواندند، یا با تیمم بى‏جا و یا با نجاست جامه و بدن ادا کردند، که تمام اینها از بى‏مبالاتى و سبک‏ شمردن شأن نماز بوده، و حال آنکه در روایتى از حضرت صادق علیه السّلام نقل شده که نماز واجب از بیست حج بهتر است، و یک‏ حج بهتر است از خانه‏اى که پر از طلا باشد، و آن طلاها را صدقه دهند، تا تمام شود، و پس از نمازهاى شکسته گفتن سى مرتبه: (سبحان الله و الحمد لله و لا اله الا الله و الله اکبر) را ترک مکن که نسبت به آن تأکید بسیار شده است,0,8,2
25,4,آداب زیارت بسیار است، در این فصل به بیان چند مورد اکتفا مى‏شود: اوّل: انجام غسل، پیش از بیرون رفتن‏ براى سفر زیارت. دوم: ترک کلام بیهوده و لغو و مخاصمه و مجادله در راه. سوم: غسل کردن براى زیارت هر یک از امامان، و نیز اینکه بخواند دعاى وارد، درباره آن را و آن دعا در اول زیارت وارث بیاید. چهارم: طهارت از حدث‏ کبرى و صغرى. پنجم: پوشیدن جامه‏هاى پاک و پاکیزه و نو، و سفید بودن رنگ آن نیکوست. ششم: گامها را به دقت‏ رفتن به روضه مقدّسه کوتا برداشتن و به آرامى و وقار حرکت کردن، و خاضع و خاشع بودن، و سر به زیر انداختن، و به بالا و اطراف خود التفات نکردن. هفتم: خشبو نمودن خود، در غیر زیارت امام حسین علیه السّلام. هشتم: زبان را به دقت رفتن به حرم مطّهر به ذکر و تکبیر و تحمید و تسبیح و تهلیل مشغول ساختن، و به صلوات فرستادن بر محمّد و آل محمّد علیهم السّلام دهان را معطّر کردن. نهم: ایستادن بر در حرم شریف و درخواست اذن دخول و سعى در تحصیل رقّت قلب و خضوع و شکستگى خاطر با کمک تصوّر و فکر در عظمت و جلالت قدر صاحب آن مرقد منوّر، با توجه به این نکته که صاحب قبر ایستادن او را مى‏بیند، و کلام او را، مى‏شنود و سلام او را جواب مى‏دهد، چنان‏که در وقت خواندن اذن دخول به همه این واقعیات گواهى مى‏دهد، و تدبّر نماید در محبّت و لطفى که ایشان به شیعیان و زائران خود دارند و تأمّل کند در خرابیهاى حال خود و مخالفتهایى که با آن بزرگواران کرده، و دستورهاى زیادى که از ایشان عمل نکرده و آزارها و اذیتهایى که از او به ایشان یا خاصان و دوستان آن بزرگواران رسیده‏ که بازگشت نتیجه همه این اعمال، آزردن ایشان است، و اگر به حقیقت و راستى، در وضع خود بنگرد، قدمهایش از رفتن‏ باز بایستد، و قلبش هراسان، و چشمش گریان شود، و این روح تمام آداب است. در اینجا مناسب است اشعار سخاوى و روایت را که علامه مجلسى در کتاب بحار الانوار از عیون المعجزات نقل کرده ذکر کنیم، اما اشعار سخاوى که در حال زیارت تمثّل به آنها شایسته است این است:,0,1,2
26,4,قَالُوا غَدا نَأْتِی دِیَارَ الْحِمَى وَ یَنْزِلُ الرَّکْبُ بِمَغْنَاهُمُ,گفتند فردا به سرزمین قرق شده مى‏رسیم و کاروان به دولت‏سراى آنان بار اندازد,2,1
27,4,فَکُلُّ مَنْ کَانَ مُطِیعا لَهُمْ أَصْبَحَ مَسْرُورا بِلُقْیَاهُمُ,پس هرکه فرمانبردار ایشان بوده بدیدارشان شادمان گردد,3,1
28,4,قُلْتُ فَلِی ذَنْبٌ فَمَا حِیلَتِی بِأَیِّ وَجْهٍ أَتَلَقَّاهُمُ,گفتم چاره من گنهکار چیست و با چه رویى ایشان را دیدار کنم,4,1
29,4,قَالُوا أَ لَیْسَ الْعَفْوُ مِنْ شَأْنِهِمْ لا سِیَّمَا عَمَّنْ تَرَجَّاهُمُ,گفتند مگر عفو شیوه آنان نیست به خصوص از کسى‏که به آنان امید بست,5,1
30,4,فَجِئْتُهُمْ أَسْعَى إِلَى بَابِهِمْ أَرْجُوهُمُ طَوْرا وَ أَخْشَاهُمُ,به محضرشان آمدم و به درگاه‌شان شتافت یک بار به آنان امید دارم و بار دیگر ترس و بیم از آنها,6,1
31,4,و نیز شایسته است متمثل شود به این اشعار:,0,7,2
32,4,هَا عَبْدُکَ وَاقِفٌ ذَلِیلٌ بِالْبَابِ یَمُدُّ کَفَّ سَائِلٍ,0,8,2
33,4,قَدْ عَزَّ عَلَیَّ سُوءُ حَالِی مَا یَفْعَلُ مَا فَعَلْتُ عَاقِلٌ,0,9,2
34,4,یَا أَکْرَمَ مَنْ رَجَاهُ رَاجٍ عَنْ بَابِکَ لا یُرَدُّ سَائِلٌ,0,10,2
35,4,و هم بگوید:,0,11,2
36,4,شاها چو تو را سگى بباید گر من شوم آن سگ تو شاید,0,12,2
37,4,هستم سگکى ز حبس جسته بر شاخ گل هوات بسته,0,13,2
38,4,خود را به خودى کشیده از جل پیش تو کشیده از سر ذل,0,14,2
39,4,افکن نظرى بر این سگ خویش سنگم مزن و مرانم از پیش,0,15,2
40,4,و اما آن روایت شریف به روایت مجلسى: وقتى ابراهیم جمّال که یکى از شیعیان بود، مى‏خواست خدمت على بن یقطین‏ برسد، از باب اینکه ابراهیم ساربان بود، و على بن یقطین وزیر هارون الرشید، و از نظر ظاهر، شأن ابراهیم نبود که در مجلس وزیر مملکت‏ وارد شود، او را راه نداد!! اتّفاقا در‌‌ همان سال على بن یقتین به حج مشرّف شد، خواست در شهر مدینه خدمت حضرت موسى بن‏ جعفر علیه السّلام برسد، حضرت او را بار نداد، روز بعد آن حضرت را در بیرون خانه ملاقات کرد، عرضه داشت: اى سیّد من، تقصیر من چه بوده که مرا بار ندادید؟ فرمود: به خاطر اینکه برادرت ابراهیم جمّال را بار ندادى و خدا ابا فرموده از اینکه سعى تو را قبول‏ کند، مگر بعد از آنکه ابراهیم تو را عفو کند. على بن یقطین گفت: گفتم: اى سیّد و مولاى من در این وقت ابراهیم را کجا ملاقات‏ کنم، من در مدینه و او در کوفه است؟ فرمود: هرگاه شب برسد تنها به بقیع برو، بى‏آنکه از اصحاب و غلامان تو کسى خبردار شود، در آنجا شترى زین کرده خواهى دید، آن ش‌تر را سوار مى‏شوى و به کوفه مى‏روى، شب به بقیع رفت، بر آن ش‌تر سوار شد به اندک زمانى به خانه ابراهیم جمّال رسید، ش‌تر را خوابانید، و در زد، ابراهمى گفت کیستى؟ گفت على بن یقطینم، ابراهیم‏ گفت: على بن یقطین بر در خانه من چه مى‏کند؟! فرود بیا بیرون که امر من عظیم است و او را سوگند داد که اذن ورود دهد، چون داخل خانه ابراهیم شد، گفت: اى ابراهیم آقا و مولا، از اینکه عمل مرا قبول نماید ابا فرموده، مگر آنکه تو از من بگذرى! ابراهیم گفت غفر الله لک [خدا تو را بیامرزد]، پس على بن یقطین صورت خود را بر خاک گذاشت و ابراهیم را قسم‏ داد که پاى روى صورت من بگذار و صورتم را زیر پایت بمال، ابراهیم امتناع کرد، على بن یقطین او را قسم داد که چنین کند. ابراهیم پا به صورت على بن یقطین گذاشت، و روى او را زیر پاى خود مالید و على بن یقطین مى‏گفت: «اللهم اشهد» [خدایا گواه باش] سپس بیرون آمد و سوار بر آن مرکب شد و‌‌ همان شب به مدینه بازگشت، و ش‌تر را بر در خانه حضرت موسى بن جعفر علیه السّلام‏ خوابانید، آنگاه حضرت او را اذن داد که بر آن جناب وارد شود، و حضرت کار او را قبول فرمود. از دقّت در این خبر معلوم‏ مى‏شود که حقوق برادران دینى تا چه اندازه پر اهمیّت است! دهم: بوسیدن عتبه عالیه و آستانه مبارکه است، و شیخ شهید فرموده: اگر زیارت کننده سجده کند و نیّتش این باشد، که خدا را به شکرانه اینکه مرا به این مکان رسانده، سجده‏ مى‏کنم بهتر است. یازدهم: مقدّم داشتن پاى راست به وقت وارد شدن، و مقدّم داشتن پاى چپ به وقت بیرون‏ آمدن، مانند ورود به مساجد و خروج از آنها، دوازدهم: رفتن به نزد ضریح مطهّر، به طورى که بتواند خود را به آن بچسباند، و توهّم آن‏که دور ایستادن ادب است وهم است؟ زیرا تکیه کردن بر ضریح و بوسیدن آن، در آثار وارد شده است‏ سیزدهم: در وقت زیارت پشت به قبله و ایستادن رو به قبر منوّر و ظاهرا این ادبت مختصّ به معصوم است، چون از خواندن‏ زیارت فارغ شد، گونه راست را به ضریح بگذارد و به حال تضرّع دعا کند، سپس گونه چپ را بگذارد و خدا را به حق صاحب‏ قبر بخواند که او را از اهل شفاعت آن بزرگوار قرار دهد و در دعا مبالغه و اصرار ورزد، آنگاه به سمت سر مطهّر برود، و رو به قبله‏ بایستد و دعا کند. چهاردهم: ایستادن در وقت خواندن زیارت البته اگر عذرى از ضعف و دردکمر و درد پا و غیر آنها ندارد پانزدهم: گفتن تکبیر به هنگام دیدن قبر مطّهر، پیش از شروع زیارت، در روایتى آمده: هرکه پیش روى امام علیه السّلام تکبیر گوید، و پس از آن بگوید: لا اله الا الله وده لا شریک له براى او رضوان الله اکبر نوشته شود. شانزدهم: خواندن‏ زیارت‏هاى روایت شده در کتب معتبر، و زیارت‏هاى رسیده از سادات أنام أئمه طاهرین علیهم السّلام، و ترک خواندن زیارتهاى‏ اختراع شده، که بعضى بى‏خردان از عوام، آنها را با بعضى از زیارات تلفیق کرده، و نادانان را به آن مشغول ساخته‏اند. شیخ کلینى از عبد الرحیم قصیر روایت کرده: که گفت: بر امام صادق علیه السّلام وارد شدم، و گفتم: فدایت شوم از پیش خود دعایى اختراع کردم، فرمود: مرا از اختراع خود واگذار، هرگاه تو را حاجتى دست دهد، به حضرت رسول پناه بر و دو رکعت نماز بجاى آر و به سوى آن حضرت هده کن... تا آخر خبر. هفدهم: بجا آوردن نماز زیارت که اقل آن دو رکعت است‏ شیخ شهید فرموده: اگر زیارت پیامبر است، نماز را در روضه مطهّره بجا آورد و اگر در حرم یکى از امامان است، در بالاى‏ سر بخواند، و اگر آن دو رکعت را در مسجدى که معمولان بالاى سر قبر امامان است بجا آورد جایز است، و علامه مجلسى (ره) فرموده: نماز زیارت و غیر آن را به گمان فقیر، در پشت قبر و بالاى سر بجا آوردن بهتر است، و علامه بحر العلوم نیز در کتاب «درّه» فرموده است:,0,16,2
41,4,وَ مِنْ حَدِیثِ کَرْبَلا وَ الْکَعْبَةِ لِکَرْبَلا بَانَ عُلُوُّ الرُّتْبَةِ,از داستان کربلا و کعبه اینکه کربلا را برترى رتبه آشکار شده,17,1
42,4,وَ غَیْرُهَا مِنْ سَائِرِ الْمَشَاهِدِ أَمْثَالُهَا بِالنَّقْلِ ذِی الشَّوَاهِدِ,و غیر آن از سایر مشاهد مانند آن است به موجب روایات با شواهد,18,1
43,4,وَ رَاعِ فِیهِنَّ اقْتِرَابَ الرَّمْسِ وَ آثِرِ الصَّلاةَ عِنْدَ الرَّأْسِ,نزدیکى به قبر را در آن مشاهد رعایت کن و نماز خواندن بالاى سر را انتخاب کن,19,1
44,4,وَ صَلِّ خَلْفَ الْقَبْرِ فَالصَّحِیحُ کَغَیْرِهِ فِی نَدْبِهَا صَرِیحٌ,و در پشت قبر نماز بخوان که روایت صحیح و غیر صحیح در استحباب آن صریح است,20,1
