ID,AMAAL_ID,ARABIC,NAME
50,91,يا مُولِجَ اللَّيْلِ فِي النَّهارِ، وَمُولِجَ النَّهارِ فِي اللَّيْلِ، وَمُخْرِجَ الْحَيِّ مِنَ الْمَيِّتِ، وَمُخْرِجَ الْمَيِّتِ مِنْ الْحَيِّ، يا رازِقَ مَنْ يَشاءُ بِغَيْرِ حِساب، يا اَللهُ يا رَحْمـنُ، يا اَللهُ يا رَحيمُ، يا اَللهُ يا اَللهُ يا اَللهُ لَكَ الاَسْماءُ الْحُسْنى، وَالاَمْثالُ الْعُلْيا، وَالْكِبْرِياءُ وَالالاءُ، اَسْاَلُكَ اَنْ تُصَلِّيَ عَلى مُحَمَّد وَآلِ مُحَمَّد، وَاَنْ تَجْعَلَ اسْمي في هذِهِ اللَّيْلَةِ فِي السُّعَداءِ، وَرُوحي مَعَ الشُّهَداءِ، وَاِحْساني في عِلِّيّينَ، وَاِساءَتي مَغْفُورَةً، وَاَنْ تَهَبَ لي يَقينَاً تُباشِرُ بِهِ قَلْبي، وَاِيماناً يُذْهِبُ الشَّكَّ عَنّي، وَتُرْضِيَني بِما قَسَمْتَ لي، وَآتِنا فِي الدُّنْيا حَسَنَةً وَفِي الاخِرَةِ حَسَنَةً، وَقِنا عَذابَ النّارِ الْحَريقِ، وَارْزُقْني فيها ذِكْرَكَ وَشُكْرَكَ، وَالرَّغْبَةَ اِلَيْكَ وَالاِنابَهَ وَالتَّوْفيقَ لِما وَفَّقْتَ لَهُ مُحَمَّداً وآلَ مُحَمَّداً عَلَيْهِ وَعَلَيْهِمُ السَّلامُ,يا مُولِجَ اللَّيْلِ
51,92,اَللّـهُمَّ صَلِّ عَلى مُحَمَّد، وَآلِ مُحَمَّد وَاقْسِمْ لي حِلْماً يَسُدُّ عَنّي بابَ الْجَهْلِ، وَهُدىً تَمُنُّ بِهِ عَلَيَّ مِنْ كُلِّ ضَلالَة، وَغِنىً تَسُدُّ بِهِ عَنّي بابَ كُلِّ فَقْر، وَقُوَّةً تَرُدُّ بِها عَنّي كُلَّ ضَعْف، وَعِزّاً تُكْرِمُني بِهِ عَنْ كُلِّ ذُلٍّ، وَرِفْعَةً تَرْفَعُني بِها عَنْ كُلِّ ضَعَة، وَاَمْناً تَرُدُّ بِهِ عَنّي كُلَّ خَوْف، وَعافِيَةً تَسْتُرُني بِها عَنْ كُلِّ بَلاء، وَعِلْماً تَفْتَحُ لي بِهِ كُلَّ يَقين، وَيَقيناً تُذْهِبُ بِهِ عَنّي كُلَّ شَكٍّ، وَدُعاءً تَبْسُطُ لي بِهِ الاِجابَةَ في هذِهِ اللَّيْلَةِ، وَفي هذِهِ السّاعَةِ، السّاعَةَ السّاعَةَ السّاعَةَ يا كَريمُ، وَخَوْفاً تَنْشُرُ لي بِهِ كُلَّ رَحْمَة، وَعِصْمَةً تَحُولُ بِها بَيْني وَبَيْنَ الذُّنُوبِ، حَتّى اُفْلِحَ بِها عِنْدَ الْمَعْصُومُينَ عِنْدَكَ، بِرَحْمَتِكَ يا اَرْحَمَ الرّاحِمينَ,وَاقْسِمْ لي حِلْماً
52,93,لاَ إِلَهَ إِلاَّ أَنْتَ مُقَلِّبَ الْقُلُوبِ وَالأَبْصَارِ لاَ إِلَهَ إِلاَّ أَنْتَ خَالِقَ الْخَلْقِ بِلاَ حَاجَةٍ فِيكَ إِلَيْهِمْ لاَ إِلهَ إِلاَّ أَنْتَ مُبْدِئَ الْخَلْقِ لاَ يَنْقُصُ مِنْ مُلْكِكَ شَيْءٌ لاَ إِلَهَ إِلاَّ أَنْتَ بَاعِثَ مَنْ فِي الْقُبُورِ لاَ إِلهَ إِلاَّ أَنْتَ مُدَبِّرَ الأُمُورِ لاَ إِلهَ إِلاَّ أَنْتَ دَيَّانَ الدَّينِ وَجَبَّارَ الْجَبَابِرَةِ لاَ إِلَهَ إِلاَّ أَنْتَ مُجْرِي الْمَاءِ فِي الصَّخْرَةِ الصَّمَّاءِ لاَ إِلهَ إِلاَّ أَنْتَ مُجْرِيَ الْمَاءِ فِي النَّبَاتِ لاَ إِلهَ إِلاَّ أَنْتَ مُكَوِّنَ طَعْمِ الثِّمَارِ لاَ إِلهَ إِلاَّ أَنْتَ مُحْصِيَ عَدَدِ الْقَطْرِ وَمَا تَحْمِلُهُ السَّحَابُ لاَ إِلهَ إِلاَّ أَنْتَ مُحْصِيَ عَدَدِ مَا تَجْرِي بِهِ الرِّيَاحُ فِي الْهَواءِ لاَ إِلهَ إِلاَّ أَنْتَ مُحْصِي مَا فِي الْبِحَارِ مِنْ رَطْبٍ وَيَابِسٍ لاَ إِلهَ إِلاَّ أَنْتَ مُحْصِي مَا يَدُبُّ فِي ظُلُمَاتِ الْبِحَارِ وَفِي أَطْبَاقِ الثَّرى أَسْأَلُكَ بِاسْمِكَ الَّذِي سَمَّيْتَ بِهِ نَفْسَكَ وَاسْتَأْثَرْتَ بِهِ فِي عِلْمِ الْغَيْبِ عِنْدَكَ وَأَسْأَلُكَ بِكُلِّ اسْمٍ سَمَّاكَ بِهِ أَحَدٌ مِنْ خَلْقِكَ مِنْ نَبِيٍّ أَوْ صَدِّيقٍ أَوْ شَهِيدٍ أَوْ أَحَدٍ مِنْ مَلاَئِكَتِكَ وَأَسْأَلُكَ بِاسْمِكَ الَّذِي إِذَا دُعِيتَ بِهِ أَجَبْتَ وَإِذَا سُئِلْتَ بِهِ أَعْطَيْتَ وَأَسْأَلُكَ بِحَقِّكَ عَلى مُحَمَّدٍ وَأَهْلَ بَيْتِهِ صَلَوَاتُكَ عَلَيْهِمْ وَبَرَكَاتُكَ وَبِحَقِّهِمُ الَّذِي أَوْجَبْتَهُ عَلى نَفْسِكَ وَأَنَلْتَهُمْ بِهِ فَضْلَكَ أَنْ تُصَلِّيَ عَلى مُحَمَّدٍ عَبْدِكَ وَرَسُولِكَ الدَّاعِي إِلَيْكَ بِإِذْنِكَ وَسِرَاجِكَ السَّاطِعِ بَيْنَ عِبَادِكَ فِي أَرْضِكَ وَسَمَائِكَ وَجَعَلْتَهُ رَحْمَةً لِلْعَالَمِينَ وَنُوراً اسْتَضَاءَ بِهِ الْمُؤْمِنُونَ فَبَشَّرَنَا بِجَزِيلِ ثَوَابِكَ وَأَنْذَرَنَا الأَلِيمَ مِنْ عَذَابِكَ أَشْهَدُ أَنَّهُ قَدْ جَاءَ بِالْحَقِّ وَصَدَّقَ الْمُرْسَلِينَ وَأَشْهَدُ أَنَّ الَّذِينَ كَذَّبُوهُ ذَائِقُو الْعَذَابِ الأَلِيمِ أَسْأَلُكَ يَا أللهُ يَا أللهُ يَا أللهُ يَا رَبَّاهُ يَا رَبَّاهُ يَا رَبَّاهُ يَا سَيِّدِي يَا سَيِّدِي يَا سَيِّدِي يَا مَوْلاَيَ يَا مَوْلاَيَ يَا مَوْلاَيَ أَسْأَلُكَ فِي هذِهِ الْغَدَاةِ أَنْ تُصَلِّيَ عَلى مُحَمَّدٍ وَآلِهِ وَأَنْ تَجْعَلَنِي مِنْ أَوْفَرِ عِبَادِكَ وَسَائِلِيكَ نَصِيباً وَأَنْ تَمُنَّ عَلَيَّ بِفَكَاكِ رَقَبَتِي مِنَ النَّارِ يَا أَرْحَمَ الرَّاحِمِينَ وَأَسْأَلُكَ بِجَمِيعِ مَا سَأَلْتُكَ وَمَا لَمْ أَسْأَلُكَ مِنْ عَظِيمِ جَلاَلِكَ مَا لَوْ عَلِمْتُهُ لَسَأَلْتُكَ بِهِ أَنْ تُصَلِّيَ عَلى مُحَمَّدٍ وَأَهْلَ بَيْتِهِ وَأَنْ تَأْذَنَ لِفَرَجِ مَنْ بِفَرَجِهِ فَرَجُ أَوْلِيَائِكَ وَأَصْفِيائِكَ مِنْ خَلْقِكَ وَبِهِ تُبِيدُ الظَّالِمِينَ وَتُهْلِكُهُمْ عَجِّلْ ذلِكَ يَا رَبَّ الْعَالَمِينَ وَأَعْطِنِي سُؤْلِي يَا ذَا الْجَلاَلِ وَالإِكْرَامِ فِي جَمِيعِ مَا سَأَلْتُكَ لِعَاجِلِ الدُّنْيَا وَآجِلِ الآخِرَةِ يَا مَنْ هُوَ أَقْرَبُ إِليَّ مِنْ حَبْلِ الْوَرِيدِ أَقِلْنِي عَثْرَتِي وَاقْلِبْنِي بِقَضَاءِ حَوَائِجِي يَا خَالِقِي وَيَا رَازِقِي وَيَا بَاعِثِي وَيَا مُحْيِي عِظَامِي وَهِيَ رَمِيمٌ صَلِّ عَلى مُحَمَّدٍ وَآلِ مُحَمَّدٍ وَاسْتَجِبْ لِي دُعَائِي يَا أَرْحَمَ الرَّاحِمِينَ,مُقَلِّبَ الْقُلُوبِ وَالأَبْصَارِ
53,94,ياسالِخَ النَّهارِ مِنَ اللَّيْلِ فَإِذا نَحْنُ مُظْلِمُونَ، وَمُجْري‌َالشَّمْسِ لِمُسْتَقَرِّها بِتَقْدِيرِكَ ياعَزِيزُ ياعَلِيمُ، وَمُقَدِّرَ القَمَرِ مَنازِلَ حَتَّى عادَ كَالعُرْجُونِ القَدِيمِ، يا نُورَ كُلِّ نُورٍ، وَمُنْتَهى كُلِّ رَغْبَةٍ، وَوَلِيَّ كُلِّ نِعْمَةٍ، ياالله يا رَحْمنُ، ياالله ياقُدُّوسُ، يا أَحَدُ يا واحِدُ يافَرْدُ، ياالله ياالله يااللهُ، لَكَ الاَسَّماء الحُسْنى، وَالاَمْثالُ العُلْيا، وَالكِبْرِياءُ وَالآلاُء، أَسْأَلُكَ أَنْ تُصَلِّيَ عَلى مُحَمَّدٍ وَأَهْلِ بَيْتِهِ وَأَنْ تَجْعَلَ اسْمِي فِي هذِهِ اللّيْلَةِ فِي السُّعَداءِ، وَرُوحِي مَعَ الشُّهداء، وَإِحْسانِي فِي عِلِّيِّينَ، وَإِسائَتِي مَغْفُورَةً، وَأَنْ تَهَبَ لِي يَقِينا تُباشِرُ بِهِ قَلْبِي، وَإِيْماناً يُذْهِبُ الشَّكَّ عَنِّي، وَتُرْضِيَنِي بِما قَسَمْتَ لِي، وَآتِنا فِي الدُّنْيا حَسَنَةً، وَفِي الآخرَةِ حَسَنَةً ، وَقِنا عَذابَ النّارِ الحَرِيقِ، وَارْزُقْنِي فِيْها ذِكْرَكَ وَشُكْرَكَ، وَالرَّغْبَةَ إِلَيْكَ، وَالاِنابَةَ وَالتَّوْفِيقَ لِما وَفَّقْتَ لَهُ مُحَمَّداً وَآلِ مُحَمَّدٍ عَلَيْهِمُ السَّلامُ,ياسالِخَ النَّهارِ
54,96,اللَّهُمَّ امْدُدْ لِي فِي عُمْرِي، وَأَوْسِعْ لِي فِي رِزْقِي، وَأَصِحَّ لِي جِسْمِي، وَبَلِّغْنِي أَمَلِي، وَإِنْ كُنْتُ مِنَ الاَشْقِياءِ فَامْحُنِي مِنَ الاَشْقِياءِ وَاكْتُبْنِي مِنَ السُّعَداءِ، فَإِنَّكَ قُلْتَ فِي كِتابِكَ المُنْزَلِ عَلى نَبِيِّكَ المُرْسَلِ صَلَواتُكَ عَلَيْهِ وَآلِهِ يَمْحُو الله ما يَشاءُ وَيُثْبِتُ وَعِنْدَهُ اُمَّ الكِتابِ,اللَّهُمَّ امْدُدْ
55,97,اَللَّهُمَّ اجْعَلْ فيما تَقْضي وَتُقَدِّرُ مِنَ الأمْرِ الْمَحْتُومِ وَفيما تَفْرُقُ مِنَ الأَمْرِ الْحَكيمِ في لَيْلَةِ الْقَدْرِ مِنْ القَضَاءِ الّذِي لاَ يُرَدُّ وَلاَ يُبَدَّلُ أَنْ تَكْتُبَنِي مِنْ حُجّاجِ بَيْتِكَ الْحَرامِ الْمَبْرُورِ حَجُّهُمُ الْمَشْكُورِ سَعْيُهُمْ الْمَغْفُورِ ذُنُوبُهُمُ وَأَسْاَلُكَ أَنْ تُطيلَ عُمْري في طاعَتِكَ وَتُوَسِّعَ لي في رِزْقي,اَللَّهُمَّ اجْعَلْ
56,98,يا باطِناً في ظُهُورِهِ، وَيا ظاهِراً في بُطُونِهِ وَيا باطِناً لَيْسَ يَخْفى، وَيا ظاهِراً لَيْسَ يُرى، يا مَوْصُوفاً لا يَبْلُغُ بِكَيْنُونَيِةِ مَوْصُوفٌ وَلا حَدٌّ مَحْدُودٌ، وَيا غائِباً غَيْرَ مَفْقُود، وَيا شاهِداً غَيْرَ مَشْهُود، يُطْلَبُ فَيُصابُ، وَلَمْ يَخْلُ مِنْهُ السَّماواتُ وَالاَْرْضِ وَمابَيْنَهُما طَرْفَةَ عَيْن، لا يُدْرِكُ بِكَيْف وَلا يُؤَيَّنُ بِاَيْن وَلا بِحَيْث، اَنْتَ نُورُ النُّورِ وَرَبَّ الاَْرْبابِ، اَحَطْتَ بِجَميعِ الاُمُورِ، سُبْحانَ مَنْ لَيْسَ كَمِثْلِهِ شَيْءٌ وَهُوَ السَّميعُ الْبَصيرُ سُبْحانَ مَنْ هُوَ هكَذا وَلا هكَذا غَيْرُهُ,يا باطِناً
57,99,يا رَبَّ لَيْلَةِ الْقَدْر وَجاعِلَها خَيْراً مِنْ اَلْفِ شَهْر، وَرَبَّ اللَّيْلِ والنَّهارِ، وَالْجِبالِ والْبِحارِ، والظُّلَمِ والاَْنْوارِ، وَالاَْرْضِ وَالسَّماءِ، يا بارِئُ يا مُصَوِّرُ، يا حَنّانُ يا مَنّانُ، يا اَللهُ يا رَحْمنُ، يا اَللهُ يا بَديعُ، يا اَللهُ يا اَللهُ يا اَللهُ، لَكَ الاَْسْماءُ الْحُسْنى، وَالاَْمْثالُ الْعُلْيا، وَالْكِبْرِياءُ وَالالاءُ، اَسْاَلُكَ اَنْ تُصَلِّيَ عَلى مُحَمَّد وَآلِ مُحَمَّد، وَاَنْ تَجْعَلَ اسْمي في هذِهِ اللَّيْلَةِ فِى السُّعَداءِ، وَرُوحي مَعَ الشُّهَداءِ وَاِحْساني في عِلِّيّينَ، وَاِساءَتي مَغْفُورَةً، وَاَنْ تَهَبَ لي يَقيناً تُباشِرُ بِهِ قَلْبي وَايماناً يُذهِبُ الشَّكَّ عَنّي، وَتُرْضِيَني بِما قَسَمْتَ لي، وَآتِنا فِي الدُّنْيا حَسَنَةً وَفِي الاخِرَةِ حَسَنَةً، وَقِنا عَذابَ النّارِ الْحَريقِ، وَارْزُقْني فيها ذِكْرَكَ وَشُكْرَكَ وَالرَّغْبَةَ اِلَيْكَ وَالانابَةَ والتَّوبَةَ والتَّوْفيقَ لِما وَفَّقْتَ لَهُ مُحَمَّداً وَآلَ مُحَمَّد عَلَيْهِمُ السَّلامُ,يا رَبَّ لَيْلَةِ الْقَدْر
58,100,يا فالِقَ الاِْصْباحِ، وَجاعِلَ اللَّيْلِ سَكَناً، وَالشَّمْسِ وَالْقَمَرِ حُسْباناً، يا عَزيزُ يا عَليمُ، يا ذَا المَنِّ وَالطَّوْلِ، وَالْقُوَّةِ وَالْحَوْلِ، وَالْفَضْلِ والاِْنْعامِ، وَالْجَلالِ وَالاِْكْرامِ، يا اَللهُ يا رَحْمـنُ، يا اَللهُ يا فَرْدُ يا وِتْرُ، يا اَللهُ يا ظاهِرُ يا باطِنُ، يا حَيُّ لا اِلـهَ إلاّ اَنْتَ، لَكَ الاَْسْماءُ الْحُسْنى، وَالاَْمْثالُ الْعُلْيا، وَالْكِبْرِياءُ وَالالاءُ، اَسْاَلُكَ اَنْ تُصَلِّيَ عَلى مُحَمَّد وَآلِ مُحَمَّد، وَاَنْ تَجْعَلَ اسْمي في هذِهِ اللَّيْلَةِ فِي السُّعَداءِ، وَرُوحي مَعَ الشُّهَداءِ، وَاِحْساني في عِلِّيّينَ، وَاِساءَتي مَغْفُورَةً، وَاَنْ تَهَبَ لي يَقيناً تُباشِرُ بِهِ قَلْبي، وَايماناً يَذْهَبُ بِالشَّكِّ عَنّي، وَرِضىً بِما قَسَمْتَ لي، وَآتِنا فِي الدُّنْيا حَسَنَةً وَفِي الاخِرَةِ حَسَنَهً، وَقِنا عَذابَ النّارِ الْحَريقِ، وَارْزُقْني فيها ذِكْرَكَ وَشُكْرَكَ وَالرَّغْبَةَ اِلَيْكَ، وَالانابَةَ وَالتَّوْبَهَ وَالتَّوْفيقَ لِما وَفَّقْتَ لَهُ مُحَمَّداً وَآلَ مُحَمَّد صَلَواتُكَ عَلَيْهِ وَعَلَيْهِمْ,يا فالِقَ الاِْصْباحِ
59,101,يا جاعِلَ اللَّيْلِ لِباساً، وَالنَّهارِ مَعاشاً، وَالاَْرْضِ مِهاداً، وَالْجِبالِ اَوْتاداً، يا اَللهُ يا قاهِرُ، يا اَللهُ يا جَبّارُ، يا اَللهُ يا سَميعُ، يا اَللهُ يا قَريبُ، يا اَللهُ يا مُجيبُ، يا اَللهُ يا اَللهُ يا اَللهُ، لَكَ الاَْسْماءُ الْحُسْنى، وَالاَْمْثالُ الْعُلْيا، وَالْكِبْرِياءُ وَالالاءُ، اَسْاَلُكَ اَنْ تُصَلِّيَ عَلى مُحَمَّد وَآلِ مُحَمَّد، وَاَنْ تَجْعَلَ اسْمي في هذِهِ اللَّيْلَةِ فِي السُّعَداءِ، وَرُوحي مَعَ الشُّهَداءِ، وَاِحْساني في عِلِّيّينَ، وَاِساءَتي مَغْفُورةً، وَاَنْ تَهَبَ لي يَقيناً تُباشِرُ بِهِ قَلْبي، وَايماناً يُذْهِبُ الشَّكَّ عَنّي، وَرِضىً بِما قَسَمْتَ لي، وَآتِنا فِي الدُّنْيا حَسَنَةً وَفِي الاخِرَةِ، حَسَنَةً وَقِنا عَذابَ النّارِ الْحَريقِ، وَارْزُقْني فيها ذِكْرَكَ وَشُكْرَكَ وَالرَّغْبَةَ اِلَيْكَ وَالاِْنابَةَ وَالتَّوْبَةَ والتَّوْفيقَ لِما وَفَّقْتَ لَهُ مَحَمَّداً وَآلَ مُحَمَّد عَلَيْهِمُ السَّلامُ,يا جاعِلَ اللَّيْلِ
60,102,يا جاعِلَ اللَّيْلِ وَالنَّهارِ آيتَيْنِ، يا مَنْ مَحا آيَةَ اللَّيْلِ وَجَعَلَ آيَةَ النَّهارِ مُبْصِرَةً لِتَبْتَغُوا فَضْلاً مِنْهُ وَرِضْواناً، يا مُفَصِّلَ كُلِّ شَيْء تَفْصيلاً، يا ماجِدُ يا وَهّابُ، يا اَللهُ يا جَوادُ، يا اَللهُ يا اَللهُ يا اَللهُ، لَكَ الاَْسْماءُ الْحُسْنى، وَالاَْمْثالُ الْعُلْيا، وَالْكِبْرِياءُ وَالالاءُ، اَسْاَلُكَ اَنْ تُصَلِّيَ عَلى مُحَمَّد وَآلِ مُحَمد، وَاَنْ تَجْعَلَ اسْمي في هذِهِ اللَّيْلَةِ فِي السُّعَدآءِ، وَرُوحي مَعَ الشُّهَداءِ وَاِحْساني في عِلِّيّينَ، وَاِساءَتي مَغْفُورَةً، وَاَنْ تَهَبَ لي يَقيناً تُباشِرُ بِهِ قَلْبي، وَايماناً يُذْهبُ الشَّكَّ عَنّي، وَتُرضِيَني بِما قَسَمْتَ لي، وَآتِنا فِي الدُّنْيا حَسَنَةً  وَفِي الاخِرَةِ حَسَنةً، وَقِنا عَذابَ النَّارِ الْحَريقِ، وَارْزُقْني فيها ذِكْرَكَ وَشُكْرَكَ وَالرَّغْبَةَ اِلَيْكَ وَالاِْنابَةَ وَالتَّوْبَةَ وَالتَّوْفيقَ لِما وَفَّقْتَ لَهُ مُحَمَّداً وَآلَ مُحَمَّد صَلَّى اللهُ عَلَيْهِ وَعَلَيْهِمْ,يا جاعِلَ اللَّيْلِ
61,103,يا مادَّ الظِّلِّ وَلَوْ شِئْتَ لَجَعَلْتَهُ ساكِناً، وَجَعَلْتَ الشَّمْسَ عَلَيْهِ دَليلاً ثُمَّ قَبَضْتَهُ اِليْكَ قَبْضاً يَسيراً، يا ذَالْجُودِ وَالطَّوْلِ وَالْكِبْرِياءِ وَالالاءِ، لا اِلـهَ إلاّ اَنْتَ عالِمُ الْغَيْبِ وَالشَّهادَةِ الرَّحْمنُ الرَّحيمُ، لا إلهَ إلاّ اَنْتَ يا قُدُّوسُ يا سَلامُ يا مُؤْمِنُ يامُهَيْمِنُ يا عَزيزُ ياجَبّارُ يا مُتَكبِّرُ يا اَللهُ يا خالِقُ يا بارِئُ يا مُصَوِّرُ، يا اَللهُ يا اَللهُ يا اَللهُ، لَكَ الاَْسْماءُ الْحُسْنى، وَالاَْمْثالُ الْعُلْيا، وَالْكِبْرِياءُ وَالالاءُ، اَسْاَلُكَ اَنْ تُصَلِّيَ عَلى مُحَمَّد وَآلِ مُحَمَّد، وَاَنْ تَجْعَلَ اسْمي في هذِهِ اللَّيْلَةِ فِي السُّعَداءِ، وَرُوحي مَعَ الشُّهَداءِ، وَاِحْساني في عِلِّيّينَ، وَاِساءَتي مَغْفُورةً، وَاَنْ تَهَبَ لي يَقيناً تُباشِرُ بِهِ قَلْبي، وَايماناً يُذْهِبُ الشَّكَّ عَنّي، وَتُرِْضيَني بِما قَسَمْتَ لي، وَآتِنا فِي الدُّنْيا حَسَنَةً وَفِي الاخِرَةِ حَسَنَةً وَقِنا عَذابَ النّارِ الْحَريقِ، وَارْزُقْني فيها ذِكْرَكَ وَشُكْرَكَ وَالرَّغْبَةَ اِلَيْكَ وَالاِْنابَةَ وَالتَّوْبَةَ والتَّوْفيقَ لِما وَفَّقْتَ لَهُ مَحَمَّداً وَآلَ مُحَمَّد صَلّى اللهُ عَلَيْهِ وَعَلَيْهِمْ,يا مادَّ الظِّلِّ
62,104,يا خازِنَ اللَّيْلِ فِى الْهَواءِ، وَخازِنَ النُّورِ فِى السَّماءِ، وَمانِعَ السَّماءِ أَنْ تَقَعَ عَلَى الاَْرْضِ إلاّ بِاِذْنِهِ وَحابِسَهُما اَنْ تَزُولا، يا عَليمُ يا عَظيمُ، يا غَفُورُ يا دائِمُ، يا اَللهُ يا وارِثُ، يا باعِثَ مَنْ فِي الْقُبُورِ، يا اَللهُ يا اَللهُ يا اَللهُ، لَكَ الاَْسْماءُ الْحُسْنى، وَالاَْمْثالُ الْعُلْيا، وَالْكِبْرِياءُ وَالالاءُ، اَسْاَلُكَ اَنْ تُصَلِّيَ عَلى مُحَمَّد وَآلِ مُحَمَّد، وَاَنْ تَجْعَلَ اسْمي في هذِهِ اللَّيْلَةِ فِي السُّعَداءِ، وَرُوحي مَعَ الشُّهَداءِ، وَاِحْساني في عِلِّيّينَ، وَاِساءَتي مَغْفُورةً، وَاَنْ تَهَبَ لي يَقيناً تُباشِرُ بِهِ قَلْبي وَايماناً يُذْهِبُ الشَّكَّ عَنّي، وَتُرِْضيَني بِما قَسَمْتَ لي، وَآتِنا فِي الدُّنْيا حَسَنَةً وَفِي الاخِرَةِ حَسَنَةً وَقِنا عَذابَ النّارِ الْحَريقِ، وَارْزُقْني فيها ذِكْرَكَ وَشُكْرَكَ وَالرَّغْبَةَ اِلَيْكَ وَالاِْنابَةَ وَالتَّوْبَةَ والتَّوْفيقَ لِما وَفَّقْتَ لَهُ مَحَمَّداً وَآلَ مُحَمَّد صَلّى اللهُ عَلَيْهِ وَعَلَيْهِمْ,يا خازِنَ اللَّيْلِ
63,105,يا مُكَوِّرَ اللَّيْلِ عَلَى النَّهارِ، وَمُكَوِّرَ النَّهارِ عَلَى اللَّيْلِ، يا عَليمُ يا حَكيمُ يا رَبَّ الاَرْبابِ وَسَيِّدَ الساداتِ، لا اِلهَ إلاّ اَنْتَ يا اَقْرَبَ اِلَيَّ مِنْ حَبْلِ الْوَريدِ، يا اَللهُ يا اَللهُ يا اَللهُ، لَكَ الاَْسْماءُ الْحُسْنى، وَالاَْمْثالُ الْعُلْيا، وَالْكِبْرِياءُ وَالالاءُ اَسْاَلُكَ اَنْ تُصَلِّيَ عَلى مُحَمَّد وَآلِ مُحَمَّد، وَاَنْ تَجْعَلَ اسْمي في هذِهِ اللَّيْلَةِ فِي السُّعَداءِ، وَرُوحي مَعَ الشُّهَداءِ، وَاِحْساني في عِلِّيّينَ، وَاِساءَتي مَغْفُورةً، وَاَنْ تَهَبَ لي يَقيناً تُباشِرُ بِهِ قَلْبي، وَايماناً يُذْهِبُ الشَّكَّ عَنّي، وَتُرِْضيَني بِما قَسَمْتَ لي، وَآتِنا فِي الدُّنْيا حَسَنَةً وَفِي الاخِرَةِ حَسَنَةً، وَقِنا عَذابَ النّارِ الْحَريقِ، وَارْزُقْني فيها ذِكْرَكَ وَشُكْرَكَ وَالرَّغْبَةَ اِلَيْكَ وَالاِْنابَةَ وَالتَّوْبَةَ والتَّوْفيقَ لِما وَفَّقْتَ لَهُ مَحَمَّداً وَآلَ مُحَمَّد صَلّى اللهُ عَلَيْهِ وَعَلَيْهِمْ,يا مُكَوِّرَ اللَّيْلِ
64,106,الْحَمْدُ للهِ لا شَريكَ لَهُ، الْحَمْدُ للهِ كَما يَنْبَغي لِكَرَمِ وَجْهِهِ وَعِزِّ جَلالِهِ وَكَما هُوَ اَهْلُهُ، يا قُدُّوسُ يا نُورُ يا نُورَ الْقُدْسِ، يا سُبُّوحُ يا مُنْتَهى التَّسْبيحِ، يا رَحْمـنُ يا فاعِلَ الرَّحْمَةِ، يا اللهُ يا عَليمُ يا كَبيرُ، يا اَللهُ يا لَطيفُ يا جَليلُ، يا اَللهُ يا سَميعُ يا بَصيرُ، يا اَللهُ يا اَللهُ يا اَللهُ، لَكَ الاَْسْماءُ الْحُسْنى، وَالاَْمْثالُ الْعُلْيا، وَالْكِبْرِياءُ وَالالاءُ، اَسْاَلُكَ اَنْ تُصَلِّيَ عَلى مُحَمَّد وَآلِ مُحَمَّد وَاَهْلِ بَيْتِهِ، وَاَنْ تَجْعَلَ اسْمي في هذِهِ اللَّيْلَةِ فِي السُّعَداءِ، وَرُوحي مَعَ الشُّهَداءِ، وَاِحْساني في عِلِّيّينَ، وَاِساءَتي مَغْفُورةً، وَاَنْ تَهَبَ لي يَقيناً تُباشِرُ بِهِ قَلْبي، وَايماناً يُذْهِبُ الشَّكَّ عَنّي، وَتُرِْضيَني بِما قَسَمْتَ لي، وَآتِنا فِي الدُّنْيا حَسَنَةً وَفِى الاخِرَةِ حَسَنَةً، وَقِنا عَذابَ النّارِ الْحَريقِ، وَارْزُقْني فيها ذِكْرَكَ وَشُكْرَكَ وَالرَّغْبَةَ اِلَيْكَ وَالاِْنابَةَ وَالتَّوْبَةَ والتَّوْفيقَ لِما وَفَّقْتَ لَهُ مَحَمَّداً وَآلَ مُحَمَّد صَلّى اللهُ عَلَيْهِ وَعَلَيْهِمْ,الْحَمْدُ للهِ لا شَريكَ
65,107,أَعُوذُ بِجَلاَلِ وَجْهِكَ الْكَرِيمِ أَنْ يَنْقَضِيَ عَنِّي شَهْرُ رَمَضَانَ أَوْ يَطْلُعَ الْفَجْرُ مِنْ لَيْلَتِي هذِهِ وَلَكَ قِبَلِي ذَنْبٌ أَوْ تَبِعَةٌ تُعَذِّبُنِي عَلَيْهِ,أَعُوذُ بِجَلاَلِ
66,108,اَللَّهُمَّ أَدِّ عَنَّا حَقَّ مَا مَضى مِنْ شَهْرِ رَمَضَانَ وَاغْفِرْ لَنَا تَقْصِيرَنَا فِيهِ وَتَسَلَّمْهُ مِنَّا مَقْبُولاً وَلاَ تُؤَاخِذْنَا بِإِسْرَافِنَا عَلى أَنْفُسِنَا وَاجْعَلْنَا مِنَ الْمَرْحُومِينَ وَلاَ تَجْعَلْنَا مِنَ الْمَحْرُومِينَ,اَللَّهُمَّ أَدِّ عَنَّا
